"iteration","model","problem","condition","response","timestamp"
667,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:24"
668,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:24"
669,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:24"
670,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:24"
671,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:24"
672,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:24"
673,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:24"
674,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:24"
675,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:24"
676,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:24"
677,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:24"
678,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:24"
679,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:24"
680,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:24"
681,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:24"
682,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:24"
683,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:24"
684,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:24"
685,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:24"
686,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:24"
687,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:24"
688,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:24"
689,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:24"
690,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:24"
691,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:24"
692,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:24"
693,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:24"
694,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:24"
695,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:24"
696,"deepseek","problem_1_risk_attitudes","condition_1_gain","B","5/17/26 18:24"
697,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:24"
698,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:24"
699,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:24"
700,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:24"
701,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:24"
702,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:24"
703,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:24"
704,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:24"
705,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:24"
706,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:24"
707,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:24"
708,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:24"
709,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:24"
710,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:24"
711,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:24"
712,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:24"
713,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:24"
714,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:24"
715,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:24"
716,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:24"
717,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:24"
718,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:24"
719,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","A","5/17/26 18:24"
720,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:24"
721,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:24"
722,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:24"
723,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:24"
724,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:24"
725,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:24"
726,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:24"
727,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:24"
728,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:24"
729,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:24"
730,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:24"
731,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:24"
732,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:24"
733,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:24"
734,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","A","5/17/26 18:24"
735,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:26"
736,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:26"
737,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:26"
738,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:26"
739,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:26"
740,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:26"
741,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:26"
742,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:26"
743,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:26"
744,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:26"
745,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:26"
746,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:26"
747,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:26"
748,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:26"
749,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:26"
750,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:26"
751,"deepseek","problem_1_risk_attitudes","condition_1_gain","B","5/17/26 18:26"
752,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:26"
753,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:26"
754,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:26"
755,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:26"
756,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:26"
757,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:26"
758,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:26"
759,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:26"
760,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:26"
761,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:26"
762,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:26"
763,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:26"
764,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:26"
765,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:26"
766,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:26"
767,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:26"
768,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:26"
769,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:26"
770,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:26"
771,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:26"
772,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:26"
773,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:26"
774,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:26"
775,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:26"
776,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:26"
777,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:26"
778,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:26"
779,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:26"
780,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:26"
781,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:26"
782,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","A","5/17/26 18:26"
783,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:26"
784,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:26"
785,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:26"
786,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
787,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:27"
788,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
789,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:27"
790,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
791,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:27"
792,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:27"
793,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:27"
794,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:27"
795,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:27"
796,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:27"
797,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:27"
798,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
799,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:27"
800,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
801,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
802,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:27"
803,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
804,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:27"
805,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
806,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:27"
807,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:27"
808,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
809,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","A","5/17/26 18:27"
810,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
811,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
812,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:27"
813,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
814,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:27"
815,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:27"
816,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
817,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:27"
818,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
819,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:27"
820,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
821,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
822,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:27"
823,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
824,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:27"
825,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
826,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:27"
827,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:27"
828,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
829,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:27"
830,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
831,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:27"
832,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:27"
833,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:27"
834,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:27"
835,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
836,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:27"
837,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:27"
838,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
839,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:27"
840,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
841,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
842,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:27"
843,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
844,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:27"
845,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
846,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
847,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:27"
848,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:27"
849,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:27"
850,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
851,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:27"
852,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:27"
853,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
854,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:27"
855,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:27"
856,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
857,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:27"
858,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
859,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:27"
860,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:27"
861,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
862,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:27"
863,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:27"
864,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:27"
865,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
866,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
867,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:27"
868,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:27"
869,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:27"
870,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:27"
871,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:27"
872,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:27"
873,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:27"
874,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:27"
875,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:27"
876,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
877,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:27"
878,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:27"
879,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","A","5/17/26 18:27"
880,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:27"
881,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
882,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:29"
883,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
884,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
885,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:29"
886,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:29"
887,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:29"
888,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:29"
889,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
890,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:29"
891,"deepseek","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:29"
892,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:29"
893,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:29"
894,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
895,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:29"
896,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:29"
897,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:29"
898,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
899,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:29"
900,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:29"
901,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:29"
902,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:29"
903,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:29"
904,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:29"
905,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:29"
906,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:29"
907,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:29"
908,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
909,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
910,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:29"
911,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:29"
912,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:29"
913,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
914,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:29"
915,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:29"
916,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:29"
917,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:29"
918,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
919,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
920,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:29"
921,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:29"
922,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:29"
923,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
924,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:29"
925,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:29"
926,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:29"
927,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:29"
928,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
929,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:29"
930,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:29"
931,"deepseek","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:29"
932,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","A","5/17/26 18:29"
933,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","B","5/17/26 18:30"
934,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
935,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:30"
936,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:30"
937,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
938,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
939,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
940,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
941,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
942,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:30"
943,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
944,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
945,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
946,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:30"
947,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
948,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
949,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
950,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:30"
951,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:30"
952,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
953,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
954,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
955,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
956,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
957,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","A","5/17/26 18:30"
958,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
959,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
960,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
961,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
962,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
963,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
964,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
965,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
966,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
967,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:30"
968,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
969,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
970,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:30"
971,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
972,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:30"
973,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
974,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
975,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:30"
976,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:30"
977,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
978,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
979,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
980,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:30"
981,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
982,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
983,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
984,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
985,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
986,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:30"
