"iteration","model","problem","condition","response","timestamp"
1097,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:27"
1098,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:27"
1099,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:27"
1100,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:27"
1101,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:27"
1102,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:27"
1103,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:27"
1104,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:27"
1105,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:27"
1106,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:27"
1107,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:29"
1108,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:29"
1109,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
1110,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:29"
1111,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:29"
1112,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:29"
1113,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:29"
1114,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:29"
1115,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:29"
1116,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:29"
1117,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:29"
1118,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:29"
1119,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
1120,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:29"
1121,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:29"
1122,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:29"
1123,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
1124,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:29"
1125,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:29"
1126,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:29"
1127,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:29"
1128,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
1129,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:29"
1130,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:29"
1131,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:29"
1132,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:29"
1133,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:29"
1134,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
1135,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:29"
1136,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:29"
1137,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:29"
1138,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:29"
1139,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:29"
1140,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:29"
1141,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:29"
1142,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:29"
1143,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
1144,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:29"
1145,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:29"
1146,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:29"
1147,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:29"
1148,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:29"
1149,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
1150,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:29"
1151,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:29"
1152,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:29"
1153,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
1154,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
1155,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:29"
1156,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:29"
1157,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:29"
1158,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:29"
1159,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
1160,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:29"
1161,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:29"
1162,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:29"
1163,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
1164,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","A","5/17/26 18:29"
1165,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:29"
1166,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:29"
1167,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:29"
1168,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
1169,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
1170,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:29"
1171,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:29"
1172,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:29"
1173,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:29"
1174,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:29"
1175,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:29"
1176,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:29"
1177,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
1178,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1179,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
1180,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:30"
1181,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
1182,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1183,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
1184,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1185,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1186,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:30"
1187,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
1188,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1189,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1190,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:30"
1191,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:30"
1192,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1193,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
1194,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1195,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1196,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:30"
1197,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
1198,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1199,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1200,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1201,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:30"
1202,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:30"
1203,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
1204,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1205,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:30"
1206,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
1207,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1208,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","A","5/17/26 18:30"
1209,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1210,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1211,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:30"
1212,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
1213,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
1214,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
1215,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1216,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:30"
1217,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1218,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
1219,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
1220,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1221,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
1222,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1223,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
1224,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
1225,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1226,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
1227,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
1228,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1229,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1230,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:30"
1231,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:30"
1232,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1233,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
1234,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1235,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1236,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:30"
1237,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1238,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","A","5/17/26 18:30"
1239,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1240,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1241,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:30"
1242,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
1243,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1244,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1245,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:30"
1246,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
1247,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:30"
1248,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1249,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1250,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1251,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
1252,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1253,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","A","5/17/26 18:30"
1254,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
1255,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:30"
1256,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
1257,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1258,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1259,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
1260,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1261,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:30"
1262,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
1263,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1264,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
1265,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1266,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
1267,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
1268,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1269,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1270,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1271,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:30"
1272,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1273,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","A","5/17/26 18:30"
1274,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1275,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:30"
1276,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:30"
1277,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
1278,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1279,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
1280,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:30"
1281,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
1282,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1283,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1284,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1285,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1286,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:30"
1287,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
1288,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
1289,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1290,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:30"
1291,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:30"
1292,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:30"
1293,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
1294,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1295,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:30"
1296,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:30"
1297,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
1298,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
1299,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:30"
1300,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:30"
1301,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
1302,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1303,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1304,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
1305,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1306,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:30"
1307,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:30"
1308,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:30"
1309,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
1310,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1311,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:30"
1312,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:30"
1313,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:30"
1314,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:30"
1315,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:30"
1316,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:30"
1317,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:31"
1318,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","A","5/17/26 18:31"
1319,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:31"
1320,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:31"
1321,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:31"
1322,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:31"
1323,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:31"
1324,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:31"
1325,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:31"
1326,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:31"
1327,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:31"
1328,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:31"
1329,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:31"
1330,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:31"
1331,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:31"
1332,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:31"
1333,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:31"
1334,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:31"
1335,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:31"
1336,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:31"
1337,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:31"
1338,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","A","5/17/26 18:31"
1339,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:31"
1340,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:31"
1341,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:31"
1342,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:31"
1343,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:31"
1344,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:31"
1345,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:31"
1346,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:31"
1347,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","A","5/17/26 18:31"
1348,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:31"
1349,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:31"
1350,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:31"
1351,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:31"
1352,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:31"
1353,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:31"
1354,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:31"
1355,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:31"
1356,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:31"
1357,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:31"
1358,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:31"
1359,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:31"
1360,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:31"
1361,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:31"
1362,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:31"
1363,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:31"
1364,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:31"
1365,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:31"
1366,"gpt-5.5","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:31"
1367,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:31"
1368,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:31"
1369,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:31"
1370,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:31"
1371,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:31"
1372,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:31"
1373,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:31"
1374,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","A","5/17/26 18:31"
1375,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:31"
1376,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:31"
1377,"gpt-5.5","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:31"
1378,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:31"
1379,"gpt-5.5","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:31"
1380,"gpt-5.5","tent_project_wastefulness","waste","B","5/17/26 18:31"
1381,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:31"
1382,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:31"
1383,"gpt-5.5","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:31"
1384,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:31"
1385,"gpt-5.5","tent_project_wastefulness","no_waste","B","5/17/26 18:33"
1386,"gpt-5.5","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:33"
1387,"gpt-5.5","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:33"
1388,"gpt-5.5","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:33"
1389,"gpt-5.5","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:33"
